Date,Number of Drivers,Inventory Level,Depot,Quantity Delivered(m3),Distance from Depot (km),Number of Stations,Discounts,Number of Pickups per Day,Demand
9/20/2023,8,5056275,2,105,14,17,0,13,26.0
9/20/2023,15,8089999,2,160,59,9,2,8,30.0
9/20/2023,19,6899707,2,60,59,11,0,12,56.99999999999999
9/20/2023,12,4217958,1,178,11,15,1,17,50.99999999999999
9/20/2023,12,6952696,2,167,8,11,0,13,39.0
9/20/2023,16,4821005,1,82,22,16,2,15,60.0
9/20/2023,11,4501766,1,92,37,7,0,17,46.75
9/20/2023,17,6849651,2,163,22,16,0,11,46.75
9/20/2023,13,6562722,2,94,30,10,2,9,29.25
9/20/2023,9,9022977,2,137,64,5,0,8,18.0
9/20/2023,16,7639680,2,148,68,18,2,16,64.0
9/20/2023,12,4954293,1,122,23,15,1,11,33.0
9/20/2023,16,4724220,2,190,5,5,1,15,60.0
9/20/2023,14,7140909,2,45,11,13,0,16,56.00000000000001
9/20/2023,12,5766821,2,117,5,4,0,14,42.0
9/20/2023,18,3975908,2,41,8,12,2,10,45.0
9/20/2023,20,6597951,2,118,6,18,2,17,85.0
9/20/2023,14,4014866,2,132,15,9,0,11,38.5
9/20/2023,10,4797321,1,82,27,16,2,13,32.5
9/20/2023,19,4189967,2,175,68,7,2,13,61.75000000000001
9/21/2023,15,2816158,1,118,43,6,2,18,67.5
9/21/2023,5,670521,2,85,72,10,0,12,15.0
9/21/2023,16,8910590,2,126,27,7,2,12,48.0
9/21/2023,10,8911449,2,56,41,4,2,12,30.0
9/21/2023,19,7821275,2,159,56,10,0,17,80.74999999999999
9/21/2023,11,7000155,2,190,32,13,0,9,24.75
9/21/2023,14,6681414,2,39,46,4,1,10,35.0
9/21/2023,8,4058516,1,184,69,9,1,16,32.0
9/21/2023,18,4469745,1,103,61,17,0,12,54.0
9/21/2023,19,7748025,1,142,64,6,1,12,56.99999999999999
9/21/2023,18,7236977,1,164,49,9,1,14,63.0
9/21/2023,18,4174676,1,167,57,16,1,11,49.5
9/21/2023,7,8410567,2,45,61,17,0,16,28.000000000000004
9/21/2023,7,7187495,2,188,50,8,2,15,26.25
9/21/2023,12,7624409,2,74,55,13,2,16,48.0
9/21/2023,19,8698441,2,131,43,5,2,8,38.0
9/21/2023,15,5055550,1,142,40,17,1,15,56.25
9/21/2023,13,6100627,2,149,53,18,1,9,29.25
9/21/2023,11,4396379,1,139,17,7,1,8,22.000000000000004
9/21/2023,15,6132439,1,126,70,17,2,10,37.5
9/21/2023,8,7364456,2,79,16,14,1,10,20.0
9/21/2023,8,4918507,2,153,51,15,1,13,26.0
9/21/2023,18,5245250,1,147,21,12,1,14,63.0
9/21/2023,12,3838573,2,67,58,18,1,10,30.0
9/21/2023,12,7335400,2,46,21,11,0,8,24.0
9/21/2023,13,6075325,2,120,54,10,0,16,52.0
9/21/2023,20,7928937,1,80,59,8,0,15,75.0
9/21/2023,18,7060243,1,164,48,14,0,13,58.5
9/21/2023,10,1991803,1,88,53,7,1,12,30.0
9/21/2023,16,9011907,1,122,38,6,0,9,36.0
9/21/2023,8,1649491,1,182,42,8,0,14,28.000000000000004
9/21/2023,19,8234764,1,146,53,16,1,15,71.25
9/21/2023,14,8766078,2,147,13,16,0,9,31.5
9/21/2023,10,4603323,1,76,41,5,0,13,32.5
9/21/2023,18,8978454,1,157,25,14,1,9,40.5
9/22/2023,5,7800443,1,7,23,9,1,16,20.0
9/22/2023,8,3294265,1,200,46,2,2,5,10.0
9/22/2023,18,9064648,1,127,13,15,0,20,90.0
9/22/2023,14,6364907,1,15,22,11,2,16,56.00000000000001
9/22/2023,14,7600267,1,73,52,9,0,10,35.0
9/22/2023,7,4795418,1,92,46,14,1,11,19.25
9/22/2023,18,4452405,2,186,47,17,2,15,67.5
9/22/2023,11,3628562,1,170,44,15,1,11,30.25
9/22/2023,12,3698460,1,53,13,6,1,17,50.99999999999999
9/22/2023,13,6159195,2,190,60,10,2,10,32.5
9/22/2023,12,6406753,1,124,21,17,0,16,48.0
9/22/2023,10,4124407,2,67,11,5,2,14,35.0
9/22/2023,14,7472020,2,136,34,10,2,10,35.0
9/22/2023,16,5574538,2,169,67,12,2,8,32.0
9/22/2023,10,7173374,2,170,24,10,2,10,25.0
9/22/2023,8,8179221,2,46,69,18,0,14,28.000000000000004
9/22/2023,11,4080510,1,159,25,12,1,11,30.25
9/22/2023,18,8461922,1,187,36,6,1,16,72.0
9/22/2023,20,7813112,1,122,69,14,1,14,70.0
9/22/2023,8,6836724,2,134,31,10,0,11,22.000000000000004
9/22/2023,20,4724862,1,137,61,18,0,14,70.0
9/22/2023,19,6063063,1,65,19,5,2,15,71.25
9/22/2023,12,6621880,1,63,24,7,1,9,27.0
9/22/2023,19,6145175,1,56,12,7,2,13,61.75000000000001
9/22/2023,14,5303015,1,128,7,9,1,16,56.00000000000001
9/22/2023,13,4313404,2,75,28,8,1,15,48.75
9/22/2023,19,2660593,1,134,52,4,1,13,61.75000000000001
9/22/2023,11,2875957,2,178,24,14,1,17,46.75
9/22/2023,7,6389751,2,96,45,18,2,14,24.500000000000004
9/22/2023,12,6444074,1,157,15,16,2,14,42.0
9/22/2023,10,1687842,1,37,35,14,1,10,25.0
9/22/2023,9,8939551,2,150,65,18,0,13,29.25
9/22/2023,15,5090330,1,123,49,4,2,8,30.0
9/22/2023,12,8021295,2,150,53,17,0,8,24.0
9/22/2023,17,8825454,1,155,7,11,0,12,50.99999999999999
9/22/2023,20,6216831,1,35,70,6,2,12,60.0
9/22/2023,18,8299351,1,105,23,14,0,11,49.5
9/22/2023,19,8082993,1,173,6,10,1,16,76.0
9/22/2023,17,5017849,2,82,46,5,2,8,34.0
9/23/2023,17,1325632,1,159,13,6,2,18,76.5
9/23/2023,12,3120668,1,169,49,20,0,12,36.0
9/23/2023,7,4890206,1,167,72,3,0,11,19.25
9/23/2023,17,6784205,2,36,17,14,0,15,63.74999999999999
9/23/2023,13,6850759,2,54,17,5,0,17,55.25
9/23/2023,9,5286199,2,101,66,9,0,12,27.0
9/23/2023,17,8301222,2,129,43,7,1,10,42.5
9/23/2023,16,3696705,2,80,34,9,1,8,32.0
9/23/2023,7,5153106,1,143,42,7,0,10,17.5
9/23/2023,18,6101616,2,106,56,18,2,14,63.0
9/23/2023,9,7196333,2,98,65,18,0,11,24.75
9/23/2023,16,6587350,1,40,58,4,1,10,40.0
9/23/2023,8,5509048,1,154,68,16,0,14,28.000000000000004
9/23/2023,15,5777296,2,98,4,18,1,17,63.74999999999999
9/23/2023,18,8245184,2,38,64,13,1,9,40.5
9/23/2023,15,7477664,2,99,13,5,1,9,33.75
9/23/2023,16,5984610,1,75,31,7,1,11,44.00000000000001
9/23/2023,8,8018703,2,160,26,4,0,10,20.0
9/23/2023,16,5465728,2,175,47,11,2,15,60.0
9/23/2023,11,4659266,1,89,23,15,2,17,46.75
9/23/2023,14,3986439,1,91,58,17,1,14,49.00000000000001
9/23/2023,19,6785252,1,49,10,9,2,15,71.25
9/23/2023,19,5602242,1,147,15,17,2,10,47.5
9/23/2023,9,5618260,1,136,50,15,1,14,31.5
9/23/2023,13,7069203,1,138,47,11,1,17,55.25
9/23/2023,18,9010839,2,51,9,13,0,9,40.5
9/23/2023,8,4951018,2,166,16,14,0,10,20.0
9/23/2023,9,4583783,1,137,26,10,2,14,31.5
9/23/2023,18,4676401,1,167,14,13,0,13,58.5
9/23/2023,16,2777200,2,48,18,13,0,17,68.0
9/23/2023,19,8445187,2,99,54,9,2,17,80.74999999999999
9/23/2023,15,6514509,1,135,42,5,2,16,60.0
9/23/2023,17,6624923,1,63,11,16,0,13,55.25
9/23/2023,16,5890220,1,70,50,5,0,10,40.0
9/23/2023,14,5617112,2,84,48,5,1,11,38.5
9/23/2023,14,2313366,2,59,44,6,1,11,38.5
9/23/2023,13,7631973,1,192,50,12,2,11,35.75
9/23/2023,18,6564209,2,161,9,13,0,11,49.5
9/23/2023,20,4883088,2,94,9,5,1,15,75.0
9/24/2023,14,3235756,2,39,2,20,0,12,42.0
9/24/2023,17,3941401,2,29,19,10,0,18,76.5
9/24/2023,17,5408096,1,44,77,16,2,14,59.5
9/24/2023,7,4590000,1,172,46,3,2,18,31.5
9/24/2023,11,8417592,1,118,69,16,2,11,30.25
9/24/2023,13,5577227,1,75,51,6,0,16,52.0
9/24/2023,14,8699125,1,97,46,14,2,17,59.5
9/24/2023,14,5563593,2,135,46,12,2,16,56.00000000000001
9/24/2023,19,4179449,2,40,18,18,0,12,56.99999999999999
9/24/2023,17,4845324,2,156,52,16,0,16,68.0
9/24/2023,7,6320297,1,91,6,11,0,10,17.5
9/24/2023,10,4383265,2,116,43,4,1,9,22.5
9/24/2023,9,7594497,1,41,69,6,1,16,36.0
9/24/2023,19,5342579,1,147,60,17,0,9,42.75000000000001
9/24/2023,17,4536027,2,180,60,7,2,11,46.75
9/24/2023,18,8964637,1,125,57,11,1,16,72.0
9/24/2023,9,4034894,2,192,42,12,1,8,18.0
9/24/2023,10,3687696,1,38,4,5,2,17,42.5
9/24/2023,13,4625443,2,113,29,5,0,9,29.25
9/24/2023,20,7219169,2,164,10,7,0,10,50.0
9/24/2023,17,6350546,1,57,52,16,1,16,68.0
9/24/2023,18,5395714,1,151,20,15,2,10,45.0
9/24/2023,13,4809448,1,86,27,6,2,13,42.24999999999999
9/24/2023,14,7775935,1,139,26,4,0,9,31.5
9/24/2023,8,6612554,2,112,29,7,2,15,30.0
9/24/2023,9,1157660,1,84,21,9,2,10,22.5
9/24/2023,14,6057892,2,124,62,8,1,10,35.0
9/24/2023,12,2439563,1,106,60,13,0,14,42.0
9/24/2023,15,7351567,2,85,34,5,0,13,48.75
9/24/2023,20,3707411,1,53,13,11,0,14,70.0
9/24/2023,11,8895215,1,36,30,10,0,9,24.75
9/24/2023,20,7853282,1,66,30,14,0,14,70.0
9/24/2023,12,4510223,1,50,42,16,2,17,50.99999999999999
9/24/2023,16,7713511,1,190,52,12,2,8,32.0
9/24/2023,11,4247931,2,108,57,16,1,9,24.75
9/24/2023,18,3775074,1,167,46,6,2,11,49.5
9/24/2023,16,7718393,2,144,12,14,2,9,36.0
9/24/2023,12,8910436,2,157,18,14,2,9,27.0
9/24/2023,16,7238074,2,113,9,15,2,16,64.0
9/24/2023,8,5202524,1,93,25,4,0,10,20.0
9/24/2023,7,4066528,2,172,64,17,0,12,21.0
9/25/2023,6,8915584,1,166,44,5,1,20,30.0
9/25/2023,18,5460207,1,16,47,7,2,6,27.0
9/25/2023,13,6347397,2,154,52,11,0,17,55.25
9/25/2023,9,6820846,2,134,56,9,0,14,31.5
9/25/2023,15,4420212,1,142,59,7,1,13,48.75
9/25/2023,15,4599830,2,36,27,8,2,13,48.75
9/25/2023,18,7285076,1,135,56,18,1,17,76.5
9/25/2023,20,5136757,1,139,40,13,0,11,55.00000000000001
9/25/2023,14,5170965,2,133,26,6,0,11,38.5
9/25/2023,8,4437885,2,152,54,16,1,17,34.0
9/25/2023,11,6204063,2,48,20,14,1,13,35.75
9/25/2023,17,6196659,1,122,17,14,1,16,68.0
9/25/2023,14,5148518,1,163,29,5,2,9,31.5
9/25/2023,11,4615252,2,166,41,18,0,16,44.00000000000001
9/25/2023,18,8786368,1,138,19,16,1,16,72.0
9/25/2023,12,5797720,2,75,67,12,1,17,50.99999999999999
9/25/2023,10,7899851,2,98,40,7,0,9,22.5
9/25/2023,9,8465315,2,39,44,9,1,9,20.25
9/25/2023,19,4860974,2,184,69,10,2,13,61.75000000000001
9/25/2023,19,8860156,1,35,64,9,0,11,52.25
9/25/2023,14,8125913,2,76,27,16,2,8,28.000000000000004
9/25/2023,10,1653749,2,36,18,6,1,16,40.0
9/25/2023,9,7792929,1,102,31,18,2,16,36.0
9/25/2023,10,2971667,2,150,25,7,0,11,27.500000000000004
9/25/2023,19,2512012,2,99,68,16,2,13,61.75000000000001
9/25/2023,10,5528775,1,171,22,15,2,15,37.5
9/25/2023,18,7919954,1,36,23,17,1,16,72.0
9/25/2023,14,9055423,1,41,70,12,1,14,49.00000000000001
9/25/2023,12,6777268,2,123,59,16,0,15,45.0
9/25/2023,7,4589920,1,52,56,8,0,16,28.000000000000004
9/25/2023,16,6682922,2,74,26,9,1,11,44.00000000000001
9/25/2023,7,5298908,2,182,24,14,0,16,28.000000000000004
9/26/2023,13,5703458,1,85,36,9,0,18,58.5
9/26/2023,9,1732521,1,162,66,19,1,16,36.0
9/26/2023,12,8523063,1,186,41,10,0,9,27.0
9/26/2023,20,4272693,1,91,42,13,0,16,80.0
9/26/2023,11,4912853,1,128,44,8,2,11,30.25
9/26/2023,13,6247090,1,58,8,10,0,13,42.24999999999999
9/26/2023,12,6690350,1,49,53,12,2,17,50.99999999999999
9/26/2023,12,8345459,2,176,56,12,2,17,50.99999999999999
9/26/2023,7,7256865,2,75,33,9,0,9,15.75
9/26/2023,18,3673675,1,105,46,18,0,8,36.0
9/26/2023,14,9101164,1,68,61,10,1,16,56.00000000000001
9/26/2023,7,6877252,1,98,13,8,1,14,24.500000000000004
9/26/2023,7,5265849,2,79,44,16,2,12,21.0
9/26/2023,14,5724562,1,181,49,11,0,11,38.5
9/26/2023,19,2853536,1,124,23,17,1,12,56.99999999999999
9/26/2023,10,2874558,1,117,62,7,2,12,30.0
9/26/2023,20,5590513,1,178,69,12,0,12,60.0
9/26/2023,7,1248380,1,182,42,7,2,8,14.000000000000002
9/26/2023,19,6570429,2,131,46,5,1,9,42.75000000000001
9/26/2023,16,3177005,2,133,59,13,2,15,60.0
9/26/2023,14,5695206,1,168,39,8,1,17,59.5
9/26/2023,19,7153722,2,190,55,14,0,15,71.25
9/26/2023,17,4345724,1,147,18,17,1,8,34.0
9/26/2023,7,4608702,1,47,18,4,1,16,28.000000000000004
9/26/2023,19,7928329,2,85,57,4,0,16,76.0
9/26/2023,13,8116789,1,34,49,12,0,15,48.75
9/27/2023,16,3634124,2,182,56,2,2,5,20.0
9/27/2023,18,7134551,1,132,37,6,0,11,49.5
9/27/2023,9,267325,1,166,13,9,2,13,29.25
9/27/2023,18,133402,2,121,79,4,0,12,54.0
9/27/2023,16,473204,2,101,13,14,1,11,44.00000000000001
9/27/2023,10,1344343,2,35,23,14,2,5,12.5
9/27/2023,15,3056204,1,84,56,19,1,17,63.74999999999999
9/27/2023,7,6022750,2,107,6,8,2,15,26.25
9/27/2023,15,8002844,2,101,31,15,1,9,33.75
9/27/2023,16,7535144,2,74,37,15,0,16,64.0
9/27/2023,14,7573179,2,116,14,15,1,16,56.00000000000001
9/27/2023,20,7282851,2,71,50,13,2,13,65.0
9/27/2023,11,6490299,1,102,54,5,1,11,30.25
9/27/2023,15,5609454,2,161,27,6,1,14,52.5
9/27/2023,16,4000775,2,87,40,8,1,14,56.00000000000001
9/27/2023,11,7258250,2,48,63,12,0,15,41.25
9/27/2023,18,6785797,1,45,18,16,1,11,49.5
9/27/2023,17,4842276,1,150,56,11,2,9,38.25
9/27/2023,12,8732342,1,96,69,10,0,9,27.0
9/27/2023,15,5512569,1,142,38,5,0,8,30.0
9/27/2023,18,6800387,2,185,35,13,0,17,76.5
9/27/2023,9,6324211,1,88,25,8,2,11,24.75
9/27/2023,11,4178847,1,114,52,12,0,13,35.75
9/27/2023,7,4375811,1,123,29,7,0,16,28.000000000000004
9/27/2023,17,4723219,1,90,12,18,2,12,50.99999999999999
9/27/2023,15,7867482,2,147,41,9,1,13,48.75
9/27/2023,20,8371919,1,48,69,10,0,17,85.0
9/27/2023,17,5109968,2,127,39,6,1,10,42.5
9/27/2023,9,2886262,2,46,19,9,0,10,22.5
9/27/2023,8,1261059,1,141,37,12,2,15,30.0
9/27/2023,15,2397727,1,77,54,15,2,8,30.0
9/27/2023,12,5626239,2,156,16,7,1,10,30.0
9/27/2023,10,6538361,2,142,43,14,0,13,32.5
9/27/2023,20,8598103,2,103,9,13,0,9,45.0
9/27/2023,17,6381105,2,185,56,18,0,13,55.25
9/27/2023,13,5475780,2,87,45,9,2,9,29.25
9/28/2023,20,6570178,2,72,43,6,1,11,55.00000000000001
9/28/2023,10,4280502,2,115,60,15,1,16,40.0
9/28/2023,15,6890428,1,176,14,9,1,15,56.25
9/28/2023,11,3763463,1,63,50,14,1,15,41.25
9/28/2023,17,5634083,1,108,65,13,2,8,34.0
9/28/2023,18,5959382,2,54,8,12,2,8,36.0
9/28/2023,8,8657201,1,99,49,17,0,17,34.0
9/28/2023,16,3702708,1,119,68,6,2,8,32.0
9/28/2023,18,6357121,2,52,10,11,2,15,67.5
9/28/2023,19,3754150,1,131,30,15,2,9,42.75000000000001
9/28/2023,7,5417859,1,144,17,18,2,10,17.5
9/28/2023,14,5577729,2,40,13,10,2,10,35.0
9/28/2023,12,7310432,1,80,7,14,1,17,50.99999999999999
9/28/2023,9,8065882,2,185,52,15,1,14,31.5
9/28/2023,13,8048487,1,112,60,7,2,10,32.5
9/28/2023,20,8430623,1,102,46,13,2,9,45.0
9/28/2023,13,8596753,2,140,22,14,0,15,48.75
9/28/2023,20,3918506,1,43,39,14,1,14,70.0
9/28/2023,15,6947841,1,50,59,4,0,17,63.74999999999999
9/28/2023,19,8430270,1,161,62,8,1,14,66.5
9/28/2023,17,5183449,1,121,56,10,0,10,42.5
9/28/2023,12,4282245,2,66,41,5,1,12,36.0
9/28/2023,7,5675539,1,69,44,15,0,16,28.000000000000004
9/28/2023,8,7595833,1,99,33,16,2,17,34.0
9/28/2023,20,8567790,1,35,63,9,1,13,65.0
9/28/2023,20,3623958,1,102,55,14,1,14,70.0
9/28/2023,10,9048460,2,83,37,10,2,10,25.0
9/28/2023,7,3587163,2,39,27,6,2,9,15.75
9/28/2023,11,7124892,2,173,24,18,1,9,24.75
9/28/2023,7,6465177,2,191,48,5,0,12,21.0
9/28/2023,18,4591464,2,65,53,8,0,15,67.5
9/28/2023,19,6584734,1,105,6,18,0,11,52.25
9/28/2023,20,6928518,1,71,67,6,1,15,75.0
9/28/2023,9,5517285,2,137,69,5,1,11,24.75
9/28/2023,16,8669154,1,173,49,13,2,16,64.0
9/28/2023,14,8817861,2,146,57,13,2,15,52.5
9/29/2023,20,7701434,2,137,33,14,2,6,30.0
9/29/2023,15,9461655,1,8,68,12,1,9,33.75
9/29/2023,11,7351533,1,80,45,14,1,8,22.000000000000004
9/29/2023,20,5106758,2,171,52,19,1,19,95.0
9/29/2023,8,8926069,1,62,50,9,2,13,26.0
9/29/2023,15,8759000,2,61,23,15,1,13,48.75
9/29/2023,16,6343214,1,79,27,6,2,10,40.0
9/29/2023,14,7563540,1,151,19,7,1,10,35.0
9/29/2023,12,8131971,2,103,40,11,0,16,48.0
9/29/2023,8,7340261,2,122,30,11,1,10,20.0
9/29/2023,14,7305070,2,144,14,5,2,17,59.5
9/29/2023,11,8256462,1,157,47,7,2,15,41.25
9/29/2023,11,6986543,1,86,11,14,1,11,30.25
9/29/2023,13,3924585,2,44,37,9,2,16,52.0
9/29/2023,10,4391002,1,85,27,10,2,12,30.0
9/29/2023,10,5799732,1,90,19,15,1,9,22.5
9/29/2023,7,4047266,1,72,70,11,2,11,19.25
9/29/2023,7,8151375,1,146,50,18,0,17,29.75
9/29/2023,12,3892736,1,42,8,7,0,13,39.0
9/29/2023,13,8996073,1,42,28,17,2,8,26.0
9/29/2023,18,6865188,2,100,39,18,2,17,76.5
9/29/2023,7,8001044,1,56,13,11,1,14,24.500000000000004
9/29/2023,18,6131583,1,115,31,17,0,11,49.5
9/29/2023,11,3733935,1,150,62,5,0,10,27.500000000000004
9/29/2023,13,7782404,1,76,56,12,2,10,32.5
9/29/2023,9,7735420,1,177,38,16,2,14,31.5
9/29/2023,10,2286529,1,111,63,12,0,16,40.0
9/29/2023,13,5348662,2,67,22,15,2,9,29.25
9/29/2023,19,6199667,1,149,27,9,1,16,76.0
9/29/2023,18,4207627,1,41,41,8,0,13,58.5
9/29/2023,11,4049897,1,59,23,18,1,8,22.000000000000004
9/29/2023,20,7708965,2,187,52,6,0,17,85.0
9/29/2023,16,7826062,2,181,27,4,1,15,60.0
9/29/2023,20,3618050,2,153,45,14,0,16,80.0
9/29/2023,18,6470488,1,51,58,17,2,16,72.0
9/30/2023,5,4174589,1,76,37,8,1,14,17.5
9/30/2023,16,1197457,2,175,5,4,2,14,56.00000000000001
9/30/2023,15,7128323,2,35,25,9,0,13,48.75
9/30/2023,11,4692937,2,160,10,11,1,12,33.0
9/30/2023,17,8198065,2,182,47,18,0,9,38.25
9/30/2023,17,7411590,2,36,45,4,2,10,42.5
9/30/2023,8,3671198,2,131,41,8,0,14,28.000000000000004
9/30/2023,11,7569240,2,68,34,6,2,11,30.25
9/30/2023,18,3658057,1,96,36,17,0,14,63.0
9/30/2023,20,5614795,1,111,15,15,2,11,55.00000000000001
9/30/2023,18,5724366,1,186,17,9,0,16,72.0
9/30/2023,13,5600290,2,151,15,12,2,12,39.0
9/30/2023,13,4860439,1,45,61,14,2,16,52.0
9/30/2023,14,8683559,2,62,66,14,1,13,45.5
9/30/2023,16,5347871,2,79,22,6,1,9,36.0
9/30/2023,9,4917017,2,155,53,17,2,12,27.0
9/30/2023,13,7371153,2,84,25,5,1,13,42.24999999999999
9/30/2023,14,8613399,1,141,62,18,2,9,31.5
9/30/2023,19,6679091,2,154,22,15,0,10,47.5
9/30/2023,16,9097160,1,140,48,12,2,12,48.0
9/30/2023,8,8303296,1,70,53,18,2,14,28.000000000000004
9/30/2023,10,5695610,1,36,6,5,1,14,35.0
9/30/2023,12,3023676,1,187,7,8,1,14,42.0
9/30/2023,10,2783412,1,97,54,11,0,11,27.500000000000004
9/30/2023,9,7270075,2,172,33,18,1,11,24.75
9/30/2023,8,8322442,1,165,49,17,0,11,22.000000000000004
9/30/2023,14,4947226,1,82,53,10,0,16,56.00000000000001
9/30/2023,9,7327856,2,149,14,15,1,8,18.0
9/30/2023,20,3749083,1,132,13,11,2,11,55.00000000000001
9/30/2023,15,7572640,2,54,35,15,1,12,45.0
9/30/2023,13,5748340,2,50,28,9,2,16,52.0
10/1/2023,14,1153533,2,140,70,10,0,15,52.5
10/1/2023,16,5758288,2,142,39,4,2,7,28.000000000000004
10/1/2023,16,9883133,2,120,6,11,0,12,48.0
10/1/2023,20,6518686,2,110,53,9,0,16,80.0
10/1/2023,17,8742385,2,80,67,8,1,15,63.74999999999999
10/1/2023,10,8481379,1,72,36,5,0,10,25.0
10/1/2023,19,8600894,2,79,37,18,2,16,76.0
10/1/2023,10,4079822,2,138,17,15,2,13,32.5
10/1/2023,11,4825015,2,136,54,5,0,11,30.25
10/1/2023,14,6661327,2,130,13,4,1,15,52.5
10/1/2023,16,7044493,2,85,25,16,0,8,32.0
10/1/2023,16,4755045,1,190,33,6,0,12,48.0
10/1/2023,9,7035984,2,75,35,15,1,8,18.0
10/1/2023,13,5570991,2,120,40,16,1,16,52.0
10/1/2023,15,8905371,2,151,12,13,0,8,30.0
10/1/2023,16,8315562,1,107,64,6,2,12,48.0
10/1/2023,16,5916095,1,61,36,13,2,10,40.0
10/1/2023,19,7876528,2,185,36,14,1,17,80.74999999999999
10/1/2023,8,5839656,1,174,55,15,2,14,28.000000000000004
10/1/2023,20,6738482,2,98,68,17,1,15,75.0
10/1/2023,18,6241523,1,78,28,15,0,8,36.0
10/1/2023,8,4859832,1,148,31,18,0,11,22.000000000000004
10/1/2023,7,4773451,1,76,49,6,1,9,15.75
10/1/2023,16,3939823,2,123,53,8,1,8,32.0
10/1/2023,14,3364751,1,116,61,9,2,15,52.5
10/1/2023,10,8536212,2,84,41,17,1,9,22.5
10/1/2023,7,7524269,2,73,65,13,1,9,15.75
10/1/2023,17,5542866,1,109,15,4,2,9,38.25
10/1/2023,18,6530834,1,137,8,12,2,11,49.5
10/1/2023,17,9003583,2,106,34,14,2,8,34.0
10/1/2023,10,5867275,1,153,9,9,2,17,42.5
10/1/2023,20,3915896,1,134,60,5,0,14,70.0
10/1/2023,11,3397150,1,39,22,15,0,15,41.25
10/1/2023,15,4999079,2,46,54,16,0,13,48.75
10/1/2023,13,7901710,1,170,14,9,1,9,29.25
10/1/2023,16,7921301,2,146,19,11,1,10,40.0
10/1/2023,18,8276283,2,184,39,5,2,14,63.0
10/1/2023,14,6105354,1,74,66,14,0,15,52.5
10/1/2023,9,6055593,2,62,11,11,2,9,20.25
10/1/2023,12,7229568,2,153,10,8,0,8,24.0
10/2/2023,14,1682405,2,96,65,19,0,8,28.000000000000004
10/2/2023,17,9679313,1,196,76,13,0,18,76.5
10/2/2023,15,9150492,2,24,36,7,1,6,22.5
10/2/2023,9,3992297,1,166,70,4,2,13,29.25
10/2/2023,16,3890348,1,75,61,16,0,9,36.0
10/2/2023,15,5111225,2,53,29,13,1,10,37.5
10/2/2023,12,6947239,1,64,18,4,2,13,39.0
10/2/2023,11,8362692,2,52,7,10,0,13,35.75
10/2/2023,14,7756175,2,126,13,13,1,13,45.5
10/2/2023,9,4311154,1,109,57,14,0,12,27.0
10/2/2023,20,4308357,2,64,31,17,1,16,80.0
10/2/2023,9,8475566,2,117,65,8,1,15,33.75
10/2/2023,10,6139872,2,95,60,7,1,11,27.500000000000004
10/2/2023,16,8422784,1,74,41,9,2,11,44.00000000000001
10/2/2023,19,6717443,2,137,35,15,2,14,66.5
10/2/2023,9,6853779,2,171,28,12,2,14,31.5
10/2/2023,18,8776653,2,68,16,9,0,9,40.5
10/2/2023,14,7910971,2,54,53,5,1,16,56.00000000000001
10/2/2023,11,8280797,2,84,46,13,2,9,24.75
10/2/2023,18,5367096,1,153,58,17,0,11,49.5
10/2/2023,18,3805175,1,125,33,9,2,14,63.0
10/2/2023,11,5001267,1,180,21,17,1,9,24.75
10/2/2023,15,3874135,2,35,66,12,1,17,63.74999999999999
10/2/2023,8,5438783,2,105,17,7,0,11,22.000000000000004
10/2/2023,15,1518176,2,164,43,16,1,13,48.75
10/2/2023,14,8085094,2,172,56,16,2,10,35.0
10/2/2023,18,7159301,1,73,60,13,0,9,40.5
10/2/2023,18,3112321,2,181,9,4,1,16,72.0
10/2/2023,9,8162720,2,63,66,11,1,13,29.25
10/2/2023,10,4732775,1,112,7,15,0,16,40.0
10/2/2023,16,5941619,2,84,70,7,0,13,52.0
10/2/2023,19,5855494,2,126,35,14,0,11,52.25
10/2/2023,18,5054308,1,98,27,18,1,16,72.0
10/3/2023,11,2138289,2,156,27,16,1,10,27.500000000000004
10/3/2023,15,19768,1,173,18,17,2,14,52.5
10/3/2023,13,1553605,1,79,3,17,2,14,45.5
10/3/2023,7,8016543,2,99,15,3,1,14,24.500000000000004
10/3/2023,11,6309604,1,192,53,18,1,9,24.75
10/3/2023,9,8609743,2,54,59,9,0,8,18.0
10/3/2023,11,7046779,2,34,19,7,0,15,41.25
10/3/2023,16,5536777,1,124,51,14,1,9,36.0
10/3/2023,17,6757494,2,45,68,14,0,8,34.0
10/3/2023,8,8405391,1,111,64,7,1,8,16.0
10/3/2023,15,8591979,1,146,56,11,1,9,33.75
10/3/2023,7,5630879,1,40,44,4,2,15,26.25
10/3/2023,19,8397139,2,126,42,10,0,16,76.0
10/3/2023,7,6272695,1,98,28,10,2,12,21.0
10/3/2023,10,4350064,2,73,65,14,1,13,32.5
10/3/2023,10,6352939,2,116,39,17,1,11,27.500000000000004
10/3/2023,7,3752221,2,103,10,13,2,14,24.500000000000004
10/3/2023,19,4395338,2,189,49,5,2,16,76.0
10/3/2023,10,5718403,1,114,27,17,2,16,40.0
10/3/2023,13,3157495,2,120,24,6,2,14,45.5
10/3/2023,9,5240397,1,138,4,12,2,8,18.0
10/3/2023,15,2919589,1,126,42,11,1,17,63.74999999999999
10/3/2023,17,6306354,1,127,30,15,2,15,63.74999999999999
10/3/2023,16,8192745,1,49,59,5,0,10,40.0
10/3/2023,12,6792219,1,45,18,8,0,13,39.0
